City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
479,paso de los toros,UY,2021-11-30 06:17:07,-32.8167,-56.5167,56.91,94,0,7.85,clear sky,0.0,0
480,yining,CN,2021-11-30 06:17:08,29.0361,114.5636,57.52,27,1,8.75,clear sky,0.0,0
481,nizwa,OM,2021-11-30 06:17:08,22.9333,57.5333,74.26,39,0,3.2,clear sky,0.0,0
482,semey,KZ,2021-11-30 06:17:09,50.4111,80.2275,26.82,59,0,8.95,clear sky,0.0,0
483,orahovac,XK,2021-11-30 06:17:09,42.3994,20.6547,33.66,87,100,2.84,light snow,0.0,0
484,noormarkku,FI,2021-11-30 06:17:09,61.5927,21.8685,4.78,85,0,6.91,clear sky,0.0,0
485,pasinler,TR,2021-11-30 06:17:10,39.9803,41.6764,41.99,69,100,4.18,overcast clouds,0.0,0
486,marrakesh,MA,2021-11-30 06:15:01,31.6315,-8.0083,44.67,65,0,1.14,clear sky,0.0,0
487,media luna,CU,2021-11-30 06:17:10,20.1419,-77.435,71.33,87,89,12.33,overcast clouds,0.0,0
488,benguela,AO,2021-11-30 06:17:11,-12.5763,13.4055,77.56,83,97,1.66,overcast clouds,0.0,0
489,nampula,MZ,2021-11-30 06:17:11,-15.1165,39.2666,78.75,69,20,5.75,few clouds,0.0,0
490,chanika,TZ,2021-11-30 06:17:12,-5.4167,38.0167,78.6,62,88,3.29,overcast clouds,0.0,0
491,kangaatsiaq,GL,2021-11-30 06:17:12,68.3065,-53.4641,32.0,98,100,7.67,overcast clouds,0.0,0
492,olafsvik,IS,2021-11-30 06:17:12,64.8945,-23.7142,30.87,93,100,10.92,snow,0.0,0
493,nkhotakota,MW,2021-11-30 06:17:13,-12.9274,34.2961,83.35,56,20,3.62,few clouds,0.0,0
494,adrar,MR,2021-11-30 06:17:13,20.5022,-10.0711,57.79,30,89,11.52,overcast clouds,0.0,0
495,paris,FR,2021-11-30 06:15:29,48.8534,2.3488,41.77,92,90,4.0,overcast clouds,0.0,0
496,calella,ES,2021-11-30 06:17:14,41.618,2.6678,51.93,71,69,5.57,broken clouds,0.0,0
497,ostersund,SE,2021-11-30 06:17:14,63.1792,14.6357,12.65,92,40,5.75,scattered clouds,0.0,0
498,agirish,RU,2021-11-30 06:17:14,61.9247,63.0231,9.97,92,79,4.38,broken clouds,0.0,0
499,esna,EG,2021-11-30 06:17:15,25.2934,32.554,78.94,24,30,5.06,scattered clouds,0.0,0
500,eyl,SO,2021-11-30 06:17:15,7.9803,49.8164,82.31,51,23,20.78,few clouds,0.0,0
501,zastron,ZA,2021-11-30 06:17:16,-30.3023,27.084,68.9,31,15,14.74,few clouds,0.0,0
502,san jose,US,2021-11-30 06:17:16,37.3394,-121.895,63.59,60,1,0.0,clear sky,0.0,0
503,juan lacaze,UY,2021-11-30 06:17:17,-34.4342,-57.4381,59.11,65,0,19.42,clear sky,0.0,0
504,sao raimundo nonato,BR,2021-11-30 06:17:17,-9.0153,-42.6994,74.07,85,100,1.86,overcast clouds,0.0,0
505,ballangen,NO,2021-11-30 06:14:18,68.3428,16.8315,21.42,58,0,12.66,clear sky,0.0,0
506,mahon,ES,2021-11-30 06:17:18,39.8885,4.2658,46.96,76,20,10.36,few clouds,0.0,0
507,bodden town,KY,2021-11-30 06:17:18,19.2833,-81.25,76.93,67,100,13.29,overcast clouds,0.0,0
508,telimele,GN,2021-11-30 06:17:19,10.9167,-13.3333,67.91,83,46,1.45,scattered clouds,0.0,0
509,reyes,BO,2021-11-30 06:17:19,-14.3167,-67.3833,68.4,99,100,1.72,light rain,0.0,0
510,havre-saint-pierre,CA,2021-11-30 06:17:20,50.2334,-63.5986,28.99,80,90,13.8,light snow,0.0,0
511,gat,IL,2021-11-30 06:17:20,31.61,34.7642,75.9,26,41,6.29,scattered clouds,0.0,0
512,nevsehir,TR,2021-11-30 06:15:47,38.9167,34.6667,56.41,44,0,6.91,clear sky,0.0,0
513,kapuskasing,CA,2021-11-30 06:17:21,49.4169,-82.4331,19.49,86,90,1.14,overcast clouds,0.0,0
514,esfarayen,IR,2021-11-30 06:17:21,37.0765,57.5101,42.46,37,3,3.13,clear sky,0.0,0
515,tarko-sale,RU,2021-11-30 06:17:22,64.9225,77.785,-4.77,98,92,10.09,overcast clouds,0.0,0
516,gabu,GW,2021-11-30 06:17:22,12.2833,-14.2167,69.78,36,98,1.97,overcast clouds,0.0,0
517,umba,RU,2021-11-30 06:17:22,66.6871,34.3429,15.4,89,100,14.54,overcast clouds,0.0,0
518,hidrolandia,BR,2021-11-30 06:17:23,-4.4081,-40.4378,77.67,71,79,5.91,broken clouds,0.0,0
519,diffa,NE,2021-11-30 06:13:19,13.3154,12.6113,72.39,22,23,10.13,few clouds,0.0,0
520,urucara,BR,2021-11-30 06:17:23,-2.5364,-57.76,73.42,97,79,2.17,broken clouds,0.0,0
521,kidal,ML,2021-11-30 06:17:24,18.4411,1.4078,71.89,19,56,7.83,broken clouds,0.0,0
522,afantou,GR,2021-11-30 06:17:24,36.2935,28.1623,66.81,77,40,4.61,scattered clouds,0.0,0
523,high rock,BS,2021-11-30 06:17:24,26.6208,-78.2833,68.02,68,66,10.58,broken clouds,0.0,0
524,voskresenskoye,RU,2021-11-30 06:17:25,56.8381,45.4317,43.7,91,100,18.7,overcast clouds,0.0,0
525,norrtalje,SE,2021-11-30 06:17:25,59.758,18.705,21.02,78,34,6.55,scattered clouds,0.0,0
526,paidha,UG,2021-11-30 06:17:26,2.4167,30.9855,68.56,77,79,6.58,light rain,0.0,0
527,bentiu,SS,2021-11-30 06:17:26,9.2333,29.8333,85.5,42,22,2.15,few clouds,0.0,0
528,arraias,BR,2021-11-30 06:17:27,-12.9288,-46.9437,67.69,99,100,2.04,overcast clouds,0.0,0
529,chakradharpur,IN,2021-11-30 06:17:27,22.7,85.6333,77.9,34,66,5.77,broken clouds,0.0,0
530,fez,MA,2021-11-30 06:17:27,34.0372,-4.9998,46.51,93,40,6.91,scattered clouds,0.0,0
531,vuktyl,RU,2021-11-30 06:17:28,63.8567,57.3094,-2.45,97,82,5.59,broken clouds,0.0,0
532,dehloran,IR,2021-11-30 06:17:28,32.6941,47.2679,72.41,28,6,2.75,clear sky,0.0,0
533,westport,US,2021-11-30 06:12:30,41.1415,-73.3579,33.98,68,1,4.0,clear sky,0.0,0
534,fitchburg,US,2021-11-30 06:17:29,42.5834,-71.8023,27.88,74,1,1.01,clear sky,0.0,0
535,puntarenas,CR,2021-11-30 06:17:29,9.9763,-84.8384,78.73,83,100,3.24,overcast clouds,0.0,0
536,miragoane,HT,2021-11-30 06:17:29,18.4423,-73.0876,78.69,72,79,5.97,broken clouds,0.0,0
537,altoona,US,2021-11-30 06:12:37,40.5187,-78.3947,32.25,81,81,3.83,broken clouds,0.0,0
538,la brea,HN,2021-11-30 06:17:30,15.8,-85.9667,70.72,92,56,3.0,broken clouds,0.0,0
539,aden,YE,2021-11-30 06:17:30,12.7794,45.0367,80.04,67,0,8.34,clear sky,0.0,0
540,geraldton,AU,2021-11-30 06:15:48,-28.7667,114.6,75.61,53,40,21.85,scattered clouds,0.0,0
541,pallasovka,RU,2021-11-30 06:17:31,50.05,46.8833,44.28,77,100,25.46,light rain,0.0,0
542,takab,IR,2021-11-30 06:17:31,36.4009,47.1133,48.27,49,62,2.84,broken clouds,0.0,0
543,stromness,GB,2021-11-30 06:17:32,58.965,-3.296,39.45,83,100,12.64,overcast clouds,0.0,0
544,voyvozh,RU,2021-11-30 06:17:32,62.892,54.9635,1.96,94,79,8.41,broken clouds,0.0,0
545,oranjestad,AW,2021-11-30 06:17:33,12.524,-70.027,81.18,83,89,19.8,overcast clouds,0.0,0
546,grand gaube,MU,2021-11-30 06:17:34,-20.0064,57.6608,84.6,58,11,8.99,few clouds,0.0,0
547,balad,IQ,2021-11-30 06:17:34,34.0164,44.1453,66.38,41,89,11.34,overcast clouds,0.0,0
548,ayna,PE,2021-11-30 06:15:11,-12.65,-73.9167,59.74,74,100,2.04,overcast clouds,0.0,0
549,brumadinho,BR,2021-11-30 06:17:35,-20.1433,-44.1997,70.88,80,87,1.05,overcast clouds,0.0,0
550,richards bay,ZA,2021-11-30 06:17:35,-28.783,32.0377,78.33,67,71,14.54,broken clouds,0.0,0
551,giyani,ZA,2021-11-30 06:17:36,-23.3025,30.7187,81.25,47,98,3.94,overcast clouds,0.0,0
552,barcelos,PT,2021-11-30 06:17:36,41.5388,-8.6151,45.91,86,96,3.89,overcast clouds,0.0,0
553,gao,ML,2021-11-30 06:17:36,16.6362,1.637,70.05,18,69,9.55,broken clouds,0.0,0
554,parli,IN,2021-11-30 06:17:37,18.8486,76.5297,79.65,39,59,7.94,broken clouds,0.0,0
555,albacete,ES,2021-11-30 06:17:37,38.8333,-2.0,40.19,93,39,4.61,scattered clouds,0.0,0
556,nizhniye sergi,RU,2021-11-30 06:17:37,56.6614,59.3033,33.13,93,99,5.35,overcast clouds,0.0,0
557,agucadoura,PT,2021-11-30 06:17:38,41.4318,-8.7804,46.31,80,90,5.12,overcast clouds,0.0,0
558,suluktu,KG,2021-11-30 06:17:38,39.9337,69.57,38.68,25,100,4.34,overcast clouds,0.0,0
559,kargasok,RU,2021-11-30 06:17:39,59.0556,80.8572,20.43,88,93,11.14,overcast clouds,0.0,0
560,ciudad real,ES,2021-11-30 06:17:39,39.0,-4.0,44.11,95,75,2.46,broken clouds,0.0,0
561,yokadouma,CM,2021-11-30 06:17:39,3.5167,15.05,72.81,81,100,1.07,overcast clouds,0.0,0
562,eresos,GR,2021-11-30 06:17:40,39.1667,25.9333,62.11,67,43,36.28,scattered clouds,0.0,0
563,binga,ZW,2021-11-30 06:17:40,-17.6203,27.3414,84.29,37,40,11.9,scattered clouds,0.0,0
564,juigalpa,NI,2021-11-30 06:17:41,12.1063,-85.3645,74.16,76,98,20.2,overcast clouds,0.0,0
565,mangrol,IN,2021-11-30 06:17:41,21.1167,70.1167,82.51,44,94,7.49,overcast clouds,0.0,0
566,bonthe,SL,2021-11-30 06:12:57,7.5264,-12.505,78.85,83,100,3.94,overcast clouds,0.0,0
567,porto walter,BR,2021-11-30 06:17:42,-8.2686,-72.7439,70.9,99,100,3.85,light rain,0.0,0
568,bom jesus,BR,2021-11-30 06:17:42,-9.0744,-44.3586,72.21,93,100,0.78,overcast clouds,0.0,0
569,temir,KZ,2021-11-30 06:17:42,49.1414,57.13,26.78,80,61,13.87,broken clouds,0.0,0
570,agropoli,IT,2021-11-30 06:17:43,40.3469,14.9966,46.29,85,60,7.4,broken clouds,0.0,0
571,quelimane,MZ,2021-11-30 06:17:43,-17.8786,36.8883,78.75,69,20,4.61,few clouds,0.0,0
572,pokhara,NP,2021-11-30 06:13:04,28.2333,83.9833,66.87,53,95,5.44,overcast clouds,0.0,0
573,moissala,TD,2021-11-30 06:17:44,8.3404,17.7663,75.85,33,62,1.48,broken clouds,0.0,0
574,jodhpur,IN,2021-11-30 06:17:44,26.2867,73.03,79.36,26,82,8.19,broken clouds,0.0,0
575,yei,SS,2021-11-30 06:17:44,4.095,30.6779,75.27,76,93,2.64,overcast clouds,0.0,0
