City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
371,uyemskiy,RU,8.65,scattered clouds,64.4743,40.8524,Turkompleks Malyye Karely
372,narsaq,GL,33.12,snow,60.9167,-46.05,Sleep In Narsaq
374,caapucu,PY,60.4,clear sky,-26.2167,-57.2,Porton Estancia Santa Clara
375,duiwelskloof,ZA,76.15,overcast clouds,-23.6934,30.14,Silvermist Guesthouse
376,uray,RU,23.25,overcast clouds,60.1247,64.7758,Hotel Pioner
377,chipinge,ZW,79.65,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
378,alboraya,ES,56.34,few clouds,39.5,-0.35,SH Valencia Palace
380,vallenar,CL,61.9,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
381,bajil,YE,81.12,clear sky,15.0584,43.2851,فندق حضرموت
382,stratford-upon-avon,GB,51.15,overcast clouds,52.1917,-1.7073,DoubleTree by Hilton Stratford-upon-Avon
383,srinagar,IN,51.08,overcast clouds,34.0833,74.8167,Hotel New Green View
384,manakara,MG,77.86,overcast clouds,-22.1333,48.0167,La Residence Manakara
385,kudahuvadhoo,MV,82.62,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
387,inongo,CD,71.76,overcast clouds,-1.95,18.2667,Hotel Du Lac
389,paamiut,GL,32.14,snow,61.994,-49.6678,Pistut
390,storforshei,NO,22.78,clear sky,66.4043,14.5233,Skogly overnatting (Stengt/closed)
391,lethem,GY,76.68,broken clouds,3.3803,-59.7968,Savannah Inn
392,mastic beach,US,33.98,clear sky,40.7668,-72.8521,Brushwood House by Smith Point Beach
393,alanya,TR,60.93,overcast clouds,36.5438,31.9998,Panorama Hotel
394,ornskoldsvik,SE,13.15,light snow,63.2909,18.7153,ファーストホテル スタット
396,koudougou,BF,72.28,scattered clouds,12.25,-2.3667,VAREK OCADES
397,atbasar,KZ,12.54,scattered clouds,51.8,68.3333,Гостиничный Комплекс Saad
399,san rafael del sur,NI,75.92,broken clouds,11.8485,-86.4384,Hospedaje El Chino
400,rio grande,BR,66.2,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
401,mahibadhoo,MV,82.45,broken clouds,3.7833,72.9667,Omadhoo Inn
402,edeia,BR,70.48,overcast clouds,-17.3383,-49.9314,Hotel Imperial Edeia
403,canavieiras,BR,76.28,moderate rain,-15.675,-38.9472,Bahiadomizil
404,shache,CN,36.32,broken clouds,38.4167,77.2406,Delong Hotel
405,omvriaki,GR,43.39,scattered clouds,39.1,22.2667,ΜΗΤΡΟΠΟΛΗ ΦΘΙΩΤΙΔΑΣ
406,berlevag,NO,19.35,clear sky,70.8578,29.0864,Kvitbrakka
407,qaqortoq,GL,32.88,snow,60.7167,-46.0333,Siniffik Inn
408,ushtobe,KZ,41.99,clear sky,45.2514,77.9838,"Gostinitsa ""Diyar"""
410,gilgit,PK,46.87,broken clouds,35.9221,74.3087,Tourist Hamlet Gilgit
411,la asuncion,VE,80.33,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
412,karaton,ID,84.36,heavy intensity rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
413,yabrud,SY,65.52,overcast clouds,33.9674,36.6574,المنزل
414,goderich,CA,34.12,overcast clouds,43.7501,-81.7165,Harmony Inn
416,sorland,NO,28.47,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
417,iranshahr,IR,77.34,clear sky,27.2025,60.6848,نیک سرشت
419,sandwick,GB,35.42,few clouds,60.0,-1.25,Beach House Self-Catering Accomodation
420,ayorou,NE,70.43,scattered clouds,14.7308,0.9174,Hotel Amenokal
421,salamiyah,SY,65.21,overcast clouds,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
422,saquarema,BR,72.48,scattered clouds,-22.92,-42.5103,Hotel Fazenda Sol e Lua
423,sinazongwe,ZM,85.5,scattered clouds,-17.2614,27.4618,Lakeview Lodge
424,duminichi,RU,34.11,light rain,53.9345,35.1099,"Gostinitsa Ooo ""Td ""Khot'kovo"""
425,havelock,US,42.75,few clouds,34.8791,-76.9013,Sherwood Motel
426,urumqi,CN,20.35,smoke,43.801,87.6005,Hua Ling Grand Hotel Urumqi
427,sept-iles,CA,27.05,overcast clouds,50.2001,-66.3821,Comfort Inn
428,khandbari,NP,69.04,broken clouds,27.3747,87.2039,Sainik Hotel And Lodge
429,chatra,IN,71.58,scattered clouds,24.2167,84.8667,GOPI BHOJNALAY
430,taruma,BR,70.75,overcast clouds,-22.7467,-50.5772,Hotel Tarumã Alvorada
431,puerto narino,CO,75.15,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
432,natalio,PY,57.25,clear sky,-26.7167,-55.0833,Casa familia Sánchez
433,aviles,ES,48.92,broken clouds,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
434,qasigiannguit,GL,25.0,overcast clouds,68.8193,-51.1922,Hotel Diskobay
435,oistins,BB,78.89,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
436,trinidad,BO,70.25,overcast clouds,-14.8333,-64.9,Hotel Piesta
437,shrewsbury,GB,51.67,overcast clouds,52.7101,-2.7521,Prince Rupert Hotel
438,matagami,CA,12.31,overcast clouds,49.7502,-77.6328,Hôtel Matagami
439,lima duarte,BR,58.26,broken clouds,-21.8425,-43.7931,Gabvini Hotel!
441,wilmington,US,50.86,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
442,hogyesz,HU,33.22,scattered clouds,46.497,18.4184,Komfortcaravan
443,kisangani,CD,69.48,light rain,0.5167,25.2,Grand Ramela Hotel
445,cabedelo,BR,77.67,broken clouds,-6.9811,-34.8339,Hotel Pigalle
446,traverse city,US,33.87,light snow,44.7631,-85.6206,Bayshore Resort
447,acari,PE,67.17,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
449,derzhavinsk,KZ,15.89,scattered clouds,51.1,66.3167,Ooo.khim Baza
450,kavaratti,IN,79.86,moderate rain,10.5669,72.642,Hotels in Lakshadweep Islands
451,lerwick,GB,35.6,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
453,tamandare,BR,78.19,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
454,bardiyah,LY,60.49,broken clouds,31.7561,25.0865,بورتو بردية
455,yarmouth,US,33.96,clear sky,41.7057,-70.2286,Blue Rock Resort
458,sisimiut,GL,31.35,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
460,omboue,GA,77.45,overcast clouds,-1.5746,9.2618,Hotel Olako
462,marawi,PH,75.65,light rain,7.9986,124.2928,Derogongan Residence
463,sunyani,GH,70.3,few clouds,7.3399,-2.3268,Nass Lodge
464,camapua,BR,71.38,overcast clouds,-19.5314,-54.0439,Comercial Estrela
465,tirodi,IN,78.67,broken clouds,21.6833,79.7,Sameer Ali
466,big rapids,US,31.75,snow,43.6981,-85.4837,"Holiday Inn Big Rapids, an IHG Hotel"
467,guiratinga,BR,71.91,overcast clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
468,umm lajj,SA,84.92,clear sky,25.0213,37.2685,Moon light Furnished Units
469,yartsevo,RU,31.6,snow,55.0667,32.6964,Apel'sin
470,fort portal,UG,64.6,light rain,0.6617,30.2748,Elegance hotel
474,quarteira,PT,53.37,broken clouds,37.0695,-8.1006,Crowne Plaza Vilamoura
475,cockburn town,TC,79.09,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
476,nuuk,GL,32.88,snow,64.1835,-51.7216,Vandrehuset
478,maragheh,IR,48.47,broken clouds,37.3917,46.2398,Maragheh Grand Hotel
479,paso de los toros,UY,56.91,clear sky,-32.8167,-56.5167,Complejo Isabelino
480,yining,CN,57.52,clear sky,29.0361,114.5636,Xiushui Hotel
481,nizwa,OM,74.26,clear sky,22.9333,57.5333,Orient Apartments
482,semey,KZ,26.82,clear sky,50.4111,80.2275,Grand Hotel Semey
483,orahovac,XK,33.66,light snow,42.3994,20.6547,Esra Palace
484,noormarkku,FI,4.78,clear sky,61.5927,21.8685,Ahlströmin Ruukki Noormarkku
485,pasinler,TR,41.99,overcast clouds,39.9803,41.6764,Kır Evi (Dağa Yakın)
486,marrakesh,MA,44.67,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
487,media luna,CU,71.33,overcast clouds,20.1419,-77.435,Casa particular Pedro y Tamara
488,benguela,AO,77.56,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
489,nampula,MZ,78.75,few clouds,-15.1165,39.2666,BUTIK Hotel
490,chanika,TZ,78.6,overcast clouds,-5.4167,38.0167,New Rombo Green Hotel
491,kangaatsiaq,GL,32.0,overcast clouds,68.3065,-53.4641,Nukissiorfiit
492,olafsvik,IS,30.87,snow,64.8945,-23.7142,Hotel Olafsvik
493,nkhotakota,MW,83.35,few clouds,-12.9274,34.2961,Sitima Inn
495,paris,FR,41.77,overcast clouds,48.8534,2.3488,Hôtel Britannique - Paris Centre
496,calella,ES,51.93,broken clouds,41.618,2.6678,Hotel htop Calella Palace Family & SPA
497,ostersund,SE,12.65,scattered clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
499,esna,EG,78.94,scattered clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
500,eyl,SO,82.31,few clouds,7.9803,49.8164,Amiin Hotel
501,zastron,ZA,68.9,few clouds,-30.3023,27.084,Highlands Guest House
502,san jose,US,63.59,clear sky,37.3394,-121.895,The Westin San Jose
503,juan lacaze,UY,59.11,clear sky,-34.4342,-57.4381,Posada Agreste
504,sao raimundo nonato,BR,74.07,overcast clouds,-9.0153,-42.6994,Real Hotel
505,ballangen,NO,21.42,clear sky,68.3428,16.8315,Ballangen Camping
506,mahon,ES,46.96,few clouds,39.8885,4.2658,ARTIEM Capri
507,bodden town,KY,76.93,overcast clouds,19.2833,-81.25,Will T Place
510,havre-saint-pierre,CA,28.99,light snow,50.2334,-63.5986,Auberge Niapiskau
511,gat,IL,75.9,scattered clouds,31.61,34.7642,OlusHome
513,kapuskasing,CA,19.49,overcast clouds,49.4169,-82.4331,Park Inn Motel
514,esfarayen,IR,42.46,clear sky,37.0765,57.5101,دفتر ازدواج 65 : سردفتر ابراهیم برغمدی
516,gabu,GW,69.78,overcast clouds,12.2833,-14.2167,Hotel karsa
517,umba,RU,15.4,overcast clouds,66.6871,34.3429,Cedar Grass Beloye More
518,hidrolandia,BR,77.67,broken clouds,-4.4081,-40.4378,Camping Pedra do Tatu - Fazenda Alves
519,diffa,NE,72.39,few clouds,13.3154,12.6113,ProDAF/Diffa
520,urucara,BR,73.42,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
522,afantou,GR,66.81,scattered clouds,36.2935,28.1623,Hotel Iris
523,high rock,BS,68.02,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
524,voskresenskoye,RU,43.7,overcast clouds,56.8381,45.4317,AOM OTABIXA ВОСКРЕСЕНСКОЕ ОДМОСКОВЬЕ
525,norrtalje,SE,21.02,scattered clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
526,paidha,UG,68.56,light rain,2.4167,30.9855,OPIPAAF (OTHUMBA PITHUA PALWONGA )
527,bentiu,SS,85.5,few clouds,9.2333,29.8333,Mandela hôtel
528,arraias,BR,67.69,overcast clouds,-12.9288,-46.9437,Hotel Japão
529,chakradharpur,IN,77.9,broken clouds,22.7,85.6333,SPOT ON 49653 Rajasthan Guest House SPOT
530,fez,MA,46.51,scattered clouds,34.0372,-4.9998,Hotel Mounia Fès
532,dehloran,IR,72.41,clear sky,32.6941,47.2679,کافه گیم استورم
533,westport,US,33.98,clear sky,41.1415,-73.3579,Norwalk Inn
534,fitchburg,US,27.88,clear sky,42.5834,-71.8023,Duck Mill
535,puntarenas,CR,78.73,overcast clouds,9.9763,-84.8384,Michael's Surfside Hotel
536,miragoane,HT,78.69,broken clouds,18.4423,-73.0876,MMM K-TICHON
537,altoona,US,32.25,broken clouds,40.5187,-78.3947,Wingate by Wyndham Altoona Downtown/Medical Center
538,la brea,HN,70.72,broken clouds,15.8,-85.9667,Hotel reynita
539,aden,YE,80.04,clear sky,12.7794,45.0367,Sama Emirate Hotel
540,geraldton,AU,75.61,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
541,pallasovka,RU,44.28,light rain,50.05,46.8833,"Hotel ""Natalia"""
542,takab,IR,48.27,broken clouds,36.4009,47.1133,نانوایی جواد
543,stromness,GB,39.45,overcast clouds,58.965,-3.296,The Old Smokery
544,voyvozh,RU,1.96,broken clouds,62.892,54.9635,Gostinitsa Yakor'
545,oranjestad,AW,81.18,overcast clouds,12.524,-70.027,Divi Village Golf & Beach Resort
546,grand gaube,MU,84.6,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
547,balad,IQ,66.38,overcast clouds,34.0164,44.1453,رضاوي زنوبة
549,brumadinho,BR,70.88,overcast clouds,-20.1433,-44.1997,Ville de Montagne Hotel
550,richards bay,ZA,78.33,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
551,giyani,ZA,81.25,overcast clouds,-23.3025,30.7187,Kulani Country Lodge
552,barcelos,PT,45.91,overcast clouds,41.5388,-8.6151,Hotel Do Terço
554,parli,IN,79.65,broken clouds,18.8486,76.5297,Hotel Arya Executive
556,nizhniye sergi,RU,33.13,overcast clouds,56.6614,59.3033,Gostinitsa
557,agucadoura,PT,46.31,overcast clouds,41.4318,-8.7804,Varzinn Hotel
559,kargasok,RU,20.43,overcast clouds,59.0556,80.8572,Hotel Kargasok
560,ciudad real,ES,44.11,broken clouds,39.0,-4.0,Hotel Pago del Vicario
561,yokadouma,CM,72.81,overcast clouds,3.5167,15.05,Hôtel De Ville De Yokadouma
562,eresos,GR,62.11,scattered clouds,39.1667,25.9333,Studio Aspa
563,binga,ZW,84.29,scattered clouds,-17.6203,27.3414,Lakeview Inn Binga
564,juigalpa,NI,74.16,overcast clouds,12.1063,-85.3645,Ethos Inn
565,mangrol,IN,82.51,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
566,bonthe,SL,78.85,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
567,porto walter,BR,70.9,light rain,-8.2686,-72.7439,Secretaria de saúde
568,bom jesus,BR,72.21,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
570,agropoli,IT,46.29,broken clouds,40.3469,14.9966,B&B Baia di Trentova
571,quelimane,MZ,78.75,few clouds,-17.8786,36.8883,Hotel Flamingo
572,pokhara,NP,66.87,overcast clouds,28.2333,83.9833,Butterfly Lodge
574,jodhpur,IN,79.36,broken clouds,26.2867,73.03,"Umaid Bhawan Palace, Jodhpur"
575,yei,SS,75.27,overcast clouds,4.095,30.6779,City Link Hotel
